Rank,Name,Tagline,Votes,Comments,URL,Website,Topics,Description,Created At
1,Mastra Factory,"From issue to production, run by agents.",0,7,https://www.producthunt.com/products/mastra?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+RanBOT+%28ID%3A+231881%29,https://www.producthunt.com/r/52CAOAGHS62ZQY?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+RanBOT+%28ID%3A+231881%29,"Open Source, Developer Tools, Artificial Intelligence, GitHub","Mastra Factory is an open source, agent-powered software delivery environment. It combines persistent coding agents, repository workspaces, issue intake, planning, implementation, and pull request review in a web application you control.",2026-09-09T07:01:00.000Z
2,Harden,A security layer for AI coding agents,0,15,https://www.producthunt.com/products/agent-integrity-foundation-aif?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+RanBOT+%28ID%3A+231881%29,https://www.producthunt.com/r/PV2MJET6ZGFMKD?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+RanBOT+%28ID%3A+231881%29,"Developer Tools, Artificial Intelligence, Security","Harden AIF is a free, local security tool for AI coding agents. Its post-trained model checks tool calls before they run, using your request and session context. It beat frontier models on key agent-security benchmarks, while keeping your repo and tool output on your machine.",2026-09-09T07:01:00.000Z
3,Noodle Seed,Your product in AI and AI in your product,0,15,https://www.producthunt.com/products/noodle-seed?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+RanBOT+%28ID%3A+231881%29,https://www.producthunt.com/r/OAZLHZGI5T52YQ?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+RanBOT+%28ID%3A+231881%29,"SaaS, Developer Tools, Artificial Intelligence","Noodle Seed helps software teams make their products ready for AI agents. Build workflows in TypeScript, expose them through a secure branded assistant inside your product, and make the same capabilities available to external agents. Instead of stitching together MCP SDKs and hosting infrastructure, Noodle Seed provides the governed runtime for identity, permissions, secrets, audit, and operations.",2026-09-09T07:01:00.000Z
4,Muse,Your personal AI agent that gets things done,0,1,https://www.producthunt.com/products/muse-22?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+RanBOT+%28ID%3A+231881%29,https://www.producthunt.com/r/VI2GFZ2KG63DU3?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+RanBOT+%28ID%3A+231881%29,"Android, Bots, Facebook Messenger","Try Muse, your personal AI agent that gets things done. Give Muse a goal or an everyday task and it handles the rest, from finances and health to shopping and the people you care about.",2026-09-09T07:01:00.000Z
5,Ass Auction,Brands outbid each other to put their logo on my ass,0,2,https://www.producthunt.com/products/ass-auction?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+RanBOT+%28ID%3A+231881%29,https://www.producthunt.com/r/RPWMGSFZLWOBMR?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+RanBOT+%28ID%3A+231881%29,"Funny, Marketing, Advertising","Ass Auction is an ad network with one placement: a pair of boxers. Pay $5 or more and your logo joins the leaderboard at whatever rank your money buys. Anyone can pay more and push you down. Your total spend is your rank, so climbing back only costs the difference. The top 22 get worn on the boxers. No accounts, just a URL or @handle, and Stripe. Live click counts, a share card, an email when you get knocked down, and a gossip bar where the crowd talks.",2026-09-09T07:01:00.000Z
6,ChatGPT Images 2.5,"Sharper visuals, faster flow, better creative control",0,1,https://www.producthunt.com/products/openai?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+RanBOT+%28ID%3A+231881%29,https://www.producthunt.com/r/LDNJX5W4CPPMNY?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+RanBOT+%28ID%3A+231881%29,"Design Tools, API, Artificial Intelligence","ChatGPT Images 2.5 is OpenAI's next-generation image model built for sharper details, faster generation, and more precise editing. It helps you turn sketches, prompts, and reference photos into polished visuals with better consistency, natural lighting, richer textures, and stronger control across every edit.",2026-09-09T07:01:00.000Z
7,AlphaGenome Atlas,Google's AI map of every possible human DNA mutation,0,1,https://www.producthunt.com/products/alphagenome-atlas?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+RanBOT+%28ID%3A+231881%29,https://www.producthunt.com/r/GDCAOSOHHUNYFD?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+RanBOT+%28ID%3A+231881%29,"Health & Fitness, Artificial Intelligence","AlphaGenome Atlas is Google DeepMind's AI-powered map of how genetic mutations may affect human biology. Built by precomputing AlphaGenome predictions for all 9 billion possible single-letter DNA changes, the 1-petabyte dataset lets researchers explore and prioritize variants across both coding and non-coding regions. It's free to explore through a visual web interface, with API and Antigravity access for deeper research.",2026-09-09T07:01:00.000Z
8,DuckFightClub,Train your MicroDuck and win the Golden Beak Belt,0,4,https://www.producthunt.com/products/duckfightclub?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+RanBOT+%28ID%3A+231881%29,https://www.producthunt.com/r/INEHW62NJYZ4MQ?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+RanBOT+%28ID%3A+231881%29,"Robots, Sports, Artificial Intelligence","Imagine WWE SmackDown, but with cute, AI-trained robots. Eight teams spend days training reinforcement-learning policies for Pollen’s open-source MicroDuck, then we throw them in the simulator to fight for the Golden Beak Belt. The whole competition will be livestreamed. The catch: you’re not building a robot, you’re training its brain. Want in? Register a team, train your policy, or host a showdown in your city. When the real MicroDucks ship, we go IRL.",2026-09-09T07:01:00.000Z
9,Basedash in Español Français & Português,Work with your data in your language,0,1,https://www.producthunt.com/products/basedash?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+RanBOT+%28ID%3A+231881%29,https://www.producthunt.com/r/CTANE2LJF3X7G2?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+RanBOT+%28ID%3A+231881%29,Data & Analytics,"Basedash is now available in English, Español, Français, and Português. Choose a language in profile settings and the entire interface switches instantly—no page reload, no interrupted flow. Only your selected language loads, keeping the app snappy while dashboards, chats, automations, and settings resolve in the words you know. Switch back any time. Four languages, one fast interface. Work with your data in your language.",2026-09-09T07:01:00.000Z
10,GoModel,Open-source OpenRouter,0,1,https://www.producthunt.com/products/gomodel?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+RanBOT+%28ID%3A+231881%29,https://www.producthunt.com/r/7IPNMW6BOOWTF4?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+RanBOT+%28ID%3A+231881%29,"Open Source, Software Engineering, Developer Tools, GitHub","Open-source AI gateway in Go. One OpenAI-compatible API for every provider, with budgets, caching, guardrails, load balancing, and failover. Single binary, ~20MB docker image MIT, bring your own keys. A self-hosted alternative to OpenRouter and LiteLLM.",2026-09-09T07:01:00.000Z
